prjTitle,prjURL,prjKeywords,prjType,prjDescription,prjStartDate,prjEndDate,prjFundingAgency,prjInput,prjOutput,prjCoordinator,prjObservations
Sports Facilities And Transportation In Trento,https://patrick-nanys.github.io/SportsFacilitiesAndTransportationInTrentino/,"sport,facility,transportation,trentino",Knowledge Resource Generation,"This Knowledge Graph is designed to be a comprehensive resource for all information related to sports facilities, including athletic tracks, football pitches, and fitness centers, as well as the available transportation options like buses and trains to reach these locations. It has been developed using the iTelos methodology and serves as a central hub for all related information.",45208,45340,Datascientia foundation,"The project incorporated eight datasets, primarily sourced from the OpenStreetMap foundation. Knowledge resources were derived from Schema.org, and 38 different language word lemmas were identified and utilized.","A Knowledge Graph was developed, complete with full ontology, teleology, and teleontology. This included formal modeling of various language, data, and knowledge resources. Additionally, a GitHub repository, a presentation, a landing page, and a report detailing every step of the process were created.",Simone Bocca,
