DatLicense,DatURL,DatKeyword,DatPublisher,DatCreator,DatOwner,DatLanguage,DatSize,DatName,DatPublication,DatDescription,DatVersion,DatDomain,DatFileFormat
Apache-2.0 license,https://github.com/patrick-nanys/SportsFacilitiesAndTransportationInTrentino/blob/main/Phase%203%20-%20Language%20Definition/Language%20spreadsheet.csv,"sport,facility,transportation,trentino",Patrick Nanys,Patrick Nanys,Patrick Nanys,english,38 concepts,Language spreadsheet.tsv,23/01/2024,Description of all the language used in the Natural Trentino Knowledge graph,4,"sport,facility,transportation",tsv
