leisure	name	sport	lat	lon	id	surface
pitch		soccer	10.90393814	46.0699851	way/118583054	
pitch		soccer	10.90488032	46.0703508	way/118583074	
pitch		soccer	10.9573518	46.14102322	way/118602417	grass
pitch		soccer	11.253342219999999	46.0360752	way/120246265	
pitch		soccer	11.267515999999999	46.01303546	way/120294605	
pitch		soccer	10.85362484	46.04930106	way/121181039	grass
pitch		soccer	10.94116278	46.06471387999999	way/121209274	grass
pitch		soccer	11.3917731	46.03337348	way/121432522	
pitch	Campo sportivo di Ronzo	soccer	10.947965059999998	45.890355799999995	way/121980987	
pitch		soccer	11.13477608	46.072828099999995	way/122270381	grass
pitch		soccer	11.114278809090909	46.073834445454544	way/123185086	
pitch	Calcetto	soccer	11.189340179999999	45.892358900000005	way/123981846	
pitch		soccer	11.012318019999999	46.183481799999996	way/124077989	
pitch	Campo sportivo di Varena	soccer	11.46683668	46.308244560000006	way/124838825	grass
pitch		soccer	11.079031819999999	46.06426048	way/124889958	
pitch		soccer	11.123717379999999	46.05883808	way/125095995	
pitch		soccer	10.816395628571428	46.01502264285715	way/125217642	
pitch		soccer	11.13259992	45.922227140000004	way/126172941	grass
pitch		soccer	10.6248501	45.914970620000005	way/127921421	
pitch		soccer	11.13294046	46.042799460000005	way/129642212	grass
pitch		soccer	11.13389278	46.0518584	way/130271119	
pitch		soccer	10.713415766666666	46.068115250000005	way/130526577	
pitch		soccer	11.15062834	45.87854442	way/131013565	
pitch		soccer	11.4598308	46.04073088	way/139940368	
pitch		soccer	11.64774356	46.36601906	way/141474797	grass
pitch		soccer	11.64663576	46.365274920000004	way/141474799	grass
pitch	Campo da Calcio - Comune di Soraga	soccer	11.670111760000001	46.396440739999996	way/141930362	artificial_turf
pitch		soccer	11.1174195	46.068905459999996	way/142436093	
pitch		soccer	11.04149608	45.90512931999999	way/149000958	grass
pitch	campo sintetico	soccer	11.01237862	45.88150968	way/154438188	artificial_turf
pitch		soccer	10.680919800000002	46.29050248	way/161245300	
pitch		soccer	10.5426497	45.81124912	way/161414413	
