leisure	name	sport	lat	lon	id	surface	region
pitch		soccer	10.851535514285713	45.882925328571424	way/40514383	grass	region_1
pitch		soccer	11.05512114	45.87974982	way/41194746		region_1
pitch		soccer	11.05492698	45.87932382	way/41194748		region_1
pitch	Campo dell'Oratorio	soccer	10.90910242857143	45.9624159	way/41246748		region_1
pitch	Campo da calcio	soccer	10.775167821428573	45.87019652857144	way/41646270	plastic	region_1
pitch	Pra delle Moneghe	soccer	11.037777916666668	45.881974033333336	way/42324695		region_1
pitch	Grilli	soccer	10.56215558	45.84771615999999	way/42734541		region_1
pitch		soccer	10.8388342	45.90427986249999	way/47156396		region_1
pitch		soccer	11.29907846	46.10621122	way/50635984		region_1
pitch		soccer	11.168690425	46.177752925	way/51208010		region_1
pitch	Chizzola	soccer	11.00461722	45.8096883	way/51343465		region_1
pitch		soccer	11.18890332	46.41074306	way/51353607	grass	region_1
pitch		soccer	10.97016306	45.80869098	way/52249460		region_1
pitch	Intecomunale Nomi Calliano	soccer	11.088216366666666	45.93075506666667	way/53290963	grass	region_1
pitch		soccer	11.091679333333332	45.93234481666667	way/53599794	artificial_turf	region_1
pitch		soccer	10.95944376	45.8245462	way/54863975	artificial_turf	region_1
pitch		soccer	10.9589071	45.82315388	way/54863988	grass	region_1
pitch		soccer	11.11802602	46.09742262	way/55541356	artificial_turf	region_1
pitch		soccer	11.11660272	46.09758916	way/55541358	grass	region_1
pitch		soccer	11.1100282	45.94327173999999	way/56208141		region_1
pitch		soccer	11.81226058	46.15397096	way/58119330	grass	region_1
pitch		soccer	10.60544994	45.892403820000006	way/58403989		region_1
pitch		soccer	11.748175219999998	46.4764664	way/58675277		region_1
pitch		soccer	11.011253242857142	45.84499805714286	way/58730040	grass	region_1
pitch	Campo Sportivo Cerfenal	soccer	11.50420748	46.29903626	way/58736539		region_1
pitch		soccer	11.0326156	45.92066619090909	way/58736599		region_1
pitch		soccer	11.46045578	46.287616660000005	way/58779157		region_1
pitch	Campo da calcio di Transacqua	soccer	11.834710633333332	46.17867164999999	way/59463108	artificial_turf	region_1
pitch		soccer	11.797402371428571	46.149172642857145	way/59600485		region_1
pitch		soccer	10.64196828	45.952225	way/60351188		region_1
pitch	Centro Sportivo Darzo Carlo Maffei	soccer	10.55166016	45.83641098	way/60449251	grass	region_1
pitch		soccer	11.2104532	46.04520526	way/61648089		region_1
pitch		soccer	10.75442676	46.12250904	way/61849452	ground	region_1
pitch	Campo da calcio	soccer	11.14523366	46.39489962	way/62031985		region_1
pitch		soccer	10.866453885714284	45.92034605714286	way/62733928		region_1
pitch	campo calcio 2	soccer	10.7646255	46.13819464	way/62828913	grass	region_1
pitch		soccer	11.550048899999998	46.28517166	way/64167407		region_1
pitch		soccer	11.13816838	46.071099100000005	way/64714396		region_1
pitch		soccer	11.43951976	46.29316612	way/66096400		region_1
pitch		soccer	10.76590306	46.14803628	way/66345983	grass	region_1
pitch	Campo sportivo Pineta	soccer	10.758454583333334	46.153443333333335	way/66345987	grass	region_1
pitch	Campo sportivo Cereghini	soccer	10.75961768	46.1523392	way/66346004	grass	region_1
pitch		soccer	11.12034148	46.057070120000006	way/67027780		region_1
pitch		soccer	11.120070683333331	46.06095210000001	way/67197017		region_1
pitch		soccer	11.12065602	46.06099765999999	way/67197042		region_1
pitch		soccer	11.12036462	46.06096096	way/67197046		region_1
pitch		soccer	11.119790166666666	46.06091863333334	way/67197088		region_1
pitch		soccer	10.719645038461538	45.89375954615385	way/69221160	artificial_turf	region_1
pitch		soccer	11.02911072	45.87941728	way/69425116	artificial_turf	region_1
pitch		soccer	11.08978304	46.00533282	way/70431436	grass	region_1
pitch		soccer	11.0846024	46.26447928333334	way/71449205		region_1
pitch		soccer	11.0977785	46.26655468	way/71449311		region_1
pitch		soccer	11.03105836	46.27495074	way/71617476		region_1
pitch		soccer	11.09600168	46.21817716	way/72045124	artificial_turf	region_1
pitch		soccer	11.08554492	46.21931896	way/72045125		region_1
pitch		soccer	10.98652236	45.8523038	way/72611126		region_1
pitch		soccer	10.98652936	45.85387396	way/72611162		region_1
pitch		soccer	11.28754294	46.00328866	way/72667580		region_1
pitch		soccer	11.28607222	46.004381640000005	way/72667612		region_1
pitch		soccer	11.0466173	46.2196559	way/73312597		region_1
pitch		soccer	11.028772	46.2596059	way/73312603	artificial_turf	region_1
pitch		soccer	11.04638318	46.21880488000001	way/73312605	artificial_turf	region_1
pitch		soccer	11.02527906	46.297223380000005	way/73351635		region_1
pitch		soccer	11.0231512	46.237792080000006	way/73446679		region_1
pitch		soccer	11.053498	46.2644255	way/73446680	grass	region_1
pitch		soccer	11.01551372	46.24933385999999	way/73446721		region_1
pitch		soccer	10.93529998	45.8764295	way/73546541		region_1
pitch		soccer	11.482016	46.28367725	way/73697183		region_1
pitch		soccer	11.023419919999998	45.79625752	way/74817128		region_1
pitch		soccer	11.08679116	46.16850714	way/75464538	artificial_turf	region_1
pitch		soccer	11.08687848	46.16915956	way/75464539		region_1
pitch		soccer	11.12191136	46.06398254	way/75687282	concrete	region_1
pitch		soccer	11.061118099999998	45.91920897999999	way/75919405		region_1
pitch		soccer	11.06217256	45.91890424	way/75919442		region_1
pitch		soccer	10.887383366666665	45.91597507777778	way/78048666		region_1
pitch		soccer	11.153455049999998	46.0644692	way/78363186	grass	region_1
pitch		soccer	11.11970006	46.061831340000005	way/78785890		region_1
pitch	Campo sportivo	soccer	11.257298359999998	46.1777026	way/79499117		region_1
pitch		soccer	11.22448468	46.15205502	way/79501503		region_1
pitch	Campo sportivo	soccer	11.291222520000002	46.22159402	way/79813022		region_1
pitch		soccer	11.13010242	46.05274497999999	way/79860152		region_1
pitch	Campo sportivo	soccer	11.263765166666667	46.19693613333333	way/79885107		region_1
pitch		soccer	11.01230166	46.1838335	way/80199470		region_1
pitch		soccer	11.0442366	45.89763578	way/80281628		region_1
pitch		soccer	11.3421684	46.24364988000001	way/80343873		region_1
pitch		soccer	11.0258312	46.36261116	way/80515821		region_1
pitch		soccer	11.02792696	46.34446626	way/80583083		region_1
pitch		soccer	11.0302438	46.343260580000006	way/80583104		region_1
pitch		soccer	11.038287014285713	46.36610658571429	way/80949710		region_1
pitch		soccer	10.833444766666668	45.917689266666656	way/81085430		region_1
pitch	Campo Sportivo	soccer	11.18018192	46.248272400000005	way/81543199		region_1
pitch		soccer	10.620481860000002	45.94593655999999	way/82508251		region_1
pitch	Campo	soccer	10.97180516	45.79630192	way/83424611	grass_paver	region_1
pitch		soccer	11.13174832	46.19161824	way/83551014	grass	region_1
pitch	Campo Sportivo	soccer	10.982752266666663	46.02827271111111	way/83913941		region_1
pitch		soccer	10.914592870000002	45.96894867	way/83938765	grass	region_1
pitch		soccer	10.913839033333334	45.968489711111104	way/83938773		region_1
pitch	Campo da Calcio	soccer	10.9787122	45.994756380000005	way/83995119		region_1
pitch	Campo da Calcio	soccer	10.97958584	45.99528372	way/83995128		region_1
pitch		soccer	10.939833533333337	45.97094468333333	way/85795330		region_1
pitch	Campo Albaredo	soccer	11.05795966	45.85618956	way/87785412		region_1
pitch		soccer	11.1240518	46.2148074	way/88039264		region_1
pitch		soccer	11.12654854	46.21677034	way/88039275		region_1
pitch	"Stadio ""Mutinelli"""	soccer	11.00804452	45.75989128000001	way/88088627		region_1
pitch	Barattieri	soccer	11.03952424	45.8973683	way/88501122	artificial_turf	region_1
pitch	Barattieri	soccer	11.04009838	45.89709744	way/88501126	grass	region_1
pitch	Casae	soccer	11.12318044	45.780465580000005	way/88527956		region_1
pitch	Campo di Calcio AC Fassa	soccer	11.67714592	46.41657424	way/88530131	grass	region_1
pitch		soccer	11.67784546	46.4160239	way/88530137	artificial_turf	region_1
pitch	Antistadio Quercia	soccer	11.0375238	45.90206152	way/88532406	grass	region_1
pitch		soccer	11.0374582	45.90106862	way/88532408	grass	region_1
pitch		soccer	11.11815904	46.31662648	way/93741503	grass	region_1
pitch		soccer	11.0291088	46.37919212857143	way/93975911		region_1
pitch		soccer	10.79477568	46.31320784	way/94575301		region_1
pitch		soccer	10.738784120000002	46.30951227999999	way/94816263	grass	region_1
pitch		soccer	10.58360438	46.25683234	way/94830223		region_1
pitch		soccer	11.1524285	45.89218906	way/95099283		region_1
pitch		soccer	11.5572107	46.28245361999999	way/95156367		region_1
pitch		soccer	11.0198654	46.44043748	way/95467321		region_1
pitch		soccer	10.8124215	46.30428756	way/96192660		region_1
pitch		soccer	11.006138539999998	46.17057656	way/97305904		region_1
pitch		soccer	10.95596692	46.14185512	way/97564457	grass	region_1
pitch		soccer	11.066266860000002	46.17125038	way/97564584		region_1
pitch		soccer	10.67643886	45.98725276	way/98181954		region_1
pitch		soccer	10.60560452	45.89162028	way/98309178		region_1
pitch		soccer	11.043853583333332	46.08789686666666	way/98371326		region_1
pitch	Campo sportivo Meano	soccer	11.12006636	46.12914886	way/98372483		region_1
pitch		soccer	11.07194856	46.3235727	way/98524822		region_1
pitch		soccer	11.09378896	46.14892217999999	way/98633668		region_1
pitch		soccer	11.10981994	46.099552800000005	way/99012740		region_1
pitch		soccer	11.12957674	46.05084394000001	way/99027005		region_1
pitch		soccer	11.18551768	46.14379598	way/99055766		region_1
pitch		soccer	11.422781228571427	46.04705328571429	way/99760313		region_1
pitch		soccer	11.42013714	46.04591434	way/99760328		region_1
pitch		soccer	10.641393779999998	45.94154594	way/100873554	artificial_turf	region_1
pitch	Campo Sportivo Preore	soccer	10.7546268	46.04524276	way/101192975	grass	region_1
pitch		soccer	11.0527115	46.07007724	way/101328194	grass	region_1
pitch		soccer	11.05336734	46.07046064	way/101328207	artificial_turf	region_1
pitch		soccer	10.603548	45.91959270000001	way/101882258		region_1
pitch		soccer	11.2129367	46.12065932	way/102219043		region_1
pitch		soccer	11.18191925	46.09114473333333	way/102219267		region_1
pitch		soccer	11.2135276	46.12042276	way/102219443		region_1
pitch		soccer	11.2426569	46.06451522	way/102637360		region_1
pitch		soccer	11.22938332	46.06600312	way/102637384		region_1
pitch		soccer	11.23325964	46.07169058	way/102637441		region_1
pitch		soccer	11.26835736	45.98486362	way/104242867	grass	region_1
pitch		soccer	11.61552698	46.059827600000006	way/104254999		region_1
pitch		soccer	11.60344482	46.0675368	way/104255009		region_1
pitch	centro sportivo Parti	soccer	11.62823264	46.05777608	way/104255016	grass	region_1
pitch		soccer	11.58651546	46.06982912	way/104261659		region_1
pitch		soccer	11.562554642857146	46.04488511428571	way/104290320		region_1
pitch		soccer	11.55968752	46.08180038	way/104308398		region_1
pitch	Campo sportivo	soccer	11.499818687499998	46.0663288125	way/104310792	grass	region_1
pitch		soccer	11.49296446	46.067532	way/104311830		region_1
pitch		soccer	11.48443566	46.07030551999999	way/104312186		region_1
pitch		soccer	11.44918362	46.07740292	way/104314197		region_1
pitch		soccer	11.44903048	46.0768956	way/104314202		region_1
pitch		soccer	11.492518283333334	46.05307618333333	way/104391914		region_1
pitch		soccer	11.067454559999998	46.39753876	way/105579163		region_1
pitch		soccer	11.14921066	46.40400328	way/105579164		region_1
pitch		soccer	11.05158972	46.3930968	way/105579174		region_1
pitch		soccer	10.96864968	46.4101396	way/105585133	artificial_turf	region_1
pitch		soccer	11.122253920000002	46.39385076	way/105585197		region_1
pitch		soccer	11.01698796	46.40412121999999	way/105585198		region_1
pitch		soccer	11.0869968	46.419929200000006	way/105591709		region_1
pitch		soccer	10.99756782	46.0726871	way/107236486	grass	region_1
pitch		soccer	11.09531156	45.97122216	way/107726217	grass	region_1
pitch		soccer	11.09438526	45.97007466000001	way/107726245		region_1
pitch		soccer	11.24804658	46.052399480000005	way/110288095		region_1
pitch		soccer	11.0722783	46.36510079999999	way/112398323		region_1
pitch		soccer	11.0762863	46.37620271428572	way/112398370		region_1
pitch		soccer	11.07312614	46.29494118	way/112411483		region_1
pitch		soccer	11.073010579999998	46.171928560000005	way/112510663		region_1
pitch		soccer	11.562189733333334	46.28606353333333	way/113724777		region_1
pitch		soccer	11.09467384	46.35452918	way/114107546		region_1
pitch		soccer	10.66634364	46.35387966	way/114275749	grass	region_1
pitch		soccer	11.11096246	46.34966776	way/114282023		region_1
pitch		soccer	11.11564226	46.34730671999999	way/114282100		region_1
pitch		soccer	11.11508894	46.3366462	way/114282203		region_1
pitch		soccer	11.03016314	46.33392882	way/114296294		region_1
pitch		soccer	11.07850104	45.92920328000001	way/114459227		region_1
pitch		soccer	11.11594408	46.45450476	way/115091957		region_1
pitch		soccer	11.14318416	46.15941538	way/115340874		region_1
pitch		soccer	11.1548472	46.1562606	way/115340921	artificial_turf	region_1
pitch		soccer	11.16773958	46.1782741	way/115347424		region_1
pitch		soccer	11.16976546	46.15982408000001	way/115347441		region_1
pitch		soccer	11.15979642	46.15885258	way/115347458	grass	region_1
pitch		soccer	11.15773738	46.1686309	way/115347469	grass	region_1
pitch		soccer	11.1314556	46.07262902	way/115788612	grass	region_1
pitch		soccer	11.499807045454547	46.06587809090909	way/116703951	grass	region_1
pitch		soccer	11.11426144	46.06419516	way/118423426	artificial_turf	region_1
pitch		soccer	11.13546138	46.13280282	way/118492482		region_1
pitch		soccer	10.90393814	46.0699851	way/118583054		region_1
pitch		soccer	10.90488032	46.0703508	way/118583074		region_1
pitch		soccer	10.9573518	46.14102322	way/118602417	grass	region_1
pitch		soccer	11.25334222	46.0360752	way/120246265		region_1
pitch		soccer	11.267516	46.01303546	way/120294605		region_1
pitch		soccer	10.85362484	46.04930106	way/121181039	grass	region_1
pitch		soccer	10.94116278	46.06471387999999	way/121209274	grass	region_1
pitch		soccer	11.3917731	46.03337348	way/121432522		region_1
pitch	Campo sportivo di Ronzo	soccer	10.947965059999998	45.8903558	way/121980987		region_1
pitch		soccer	11.13477608	46.0728281	way/122270381	grass	region_1
pitch		soccer	11.114278809090909	46.073834445454544	way/123185086		region_1
pitch	Calcetto	soccer	11.18934018	45.892358900000005	way/123981846		region_1
pitch		soccer	11.01231802	46.1834818	way/124077989		region_1
pitch	Campo sportivo di Varena	soccer	11.46683668	46.308244560000006	way/124838825	grass	region_1
pitch		soccer	11.07903182	46.06426048	way/124889958		region_1
pitch		soccer	11.12371738	46.05883808	way/125095995		region_1
pitch		soccer	10.816395628571428	46.01502264285715	way/125217642		region_1
pitch		soccer	11.13259992	45.92222714	way/126172941	grass	region_1
pitch		soccer	10.6248501	45.914970620000005	way/127921421		region_1
pitch		soccer	11.13294046	46.042799460000005	way/129642212	grass	region_1
pitch		soccer	11.13389278	46.0518584	way/130271119		region_1
pitch		soccer	10.713415766666666	46.068115250000005	way/130526577		region_1
pitch		soccer	11.15062834	45.87854442	way/131013565		region_1
pitch		soccer	11.4598308	46.04073088	way/139940368		region_1
pitch		soccer	11.64774356	46.36601906	way/141474797	grass	region_1
pitch		soccer	11.64663576	46.36527492	way/141474799	grass	region_1
pitch	Campo da Calcio - Comune di Soraga	soccer	11.67011176	46.39644074	way/141930362	artificial_turf	region_1
pitch		soccer	11.1174195	46.06890546	way/142436093		region_1
pitch		soccer	11.04149608	45.90512931999999	way/149000958	grass	region_1
pitch	campo sintetico	soccer	11.01237862	45.88150968	way/154438188	artificial_turf	region_1
pitch		soccer	10.680919800000002	46.29050248	way/161245300		region_1
pitch		soccer	10.5426497	45.81124912	way/161414413		region_1
pitch		soccer	10.692401540000002	46.29586625999999	way/162138627		region_1
pitch		soccer	11.42913234	46.29540072	way/168042435		region_1
pitch		soccer	10.87779284	46.32580002	way/168197280		region_1
pitch		soccer	10.862718216666666	46.32606863333333	way/168209867		region_1
pitch		soccer	10.69861576	46.3466517	way/168999482		region_1
pitch		soccer	10.924030116666666	46.3605553	way/169029295		region_1
pitch		soccer	10.8456544	46.39943242	way/169088365		region_1
pitch		soccer	10.960469280000002	46.36641949999999	way/169377358		region_1
pitch		soccer	11.16781192	45.91741006	way/169492601		region_1
pitch		soccer	11.26309952	45.94707476	way/169772276		region_1
pitch		soccer	11.26262074	45.94662124	way/169772277		region_1
pitch		soccer	11.15157296	46.44646472	way/172219944	artificial_turf	region_1
pitch	Sacra Famiglia	soccer	11.03966878	45.89481658	way/172317604		region_1
pitch		soccer	11.02775758	45.89746454	way/172423743		region_1
pitch		soccer	11.00115148	45.76799394	way/172453875	grass	region_1
pitch		soccer	11.10679278	45.7776198	way/172549106		region_1
pitch		soccer	11.1347417	46.08780328	way/175048642		region_1
pitch	Prà dal Tor (campo da calcetto su erba)	soccer	11.10483626	46.32083046	way/177850375		region_1
pitch		soccer	11.051226880000002	46.27393726	way/179542723		region_1
pitch		soccer	11.267329488888889	45.9845311	way/181451011	artificial_turf	region_1
pitch		soccer	11.22465306	46.00203774	way/181608807		region_1
pitch		soccer	11.260936419999998	45.99371786	way/187831522		region_1
pitch		soccer	11.25775318	46.05114827999999	way/187848369		region_1
pitch		soccer	10.8892978125	45.8777929375	way/190699937		region_1
pitch		soccer	11.09582938	46.20882774	way/191323209		region_1
pitch		soccer	10.990695720000002	46.06320410000001	way/196783507		region_1
pitch		soccer	10.94839172	45.78115638	way/200132522		region_1
pitch		soccer	10.94753814	45.782081520000006	way/200132543		region_1
pitch		soccer	11.114648120000002	46.21262360000001	way/201824173		region_1
pitch		soccer	11.0312445	45.92013814	way/202299581	asphalt	region_1
pitch		soccer	11.03156784	45.92070102	way/202299582		region_1
pitch		soccer	10.55131116	45.804660080000005	way/203459193		region_1
pitch		soccer	10.959438783333333	46.02606216666667	way/209109318		region_1
pitch		soccer	11.13274546	46.04768605999999	way/213931113	artificial_turf	region_1
pitch		soccer	11.139068139999996	46.0598317	way/214280185		region_1
pitch		soccer	11.12057674	46.21696756	way/214458582		region_1
pitch		soccer	11.5121147	46.07075822	way/214807809		region_1
pitch	campetto	soccer	11.17006404	46.2483334	way/215497485		region_1
pitch		soccer	11.101898944444445	46.08160681111112	way/215637529		region_1
pitch		soccer	11.021848620000002	46.3280927	way/215666656		region_1
pitch		soccer	11.04171472	46.36254133999999	way/215828923		region_1
pitch		soccer	11.09253196	46.35204928	way/215828939		region_1
pitch		soccer	11.071606980000002	46.32311718	way/215828940		region_1
pitch		soccer	11.07132374	46.32351562	way/215828944		region_1
pitch		soccer	11.06558658	46.32162138	way/215828950		region_1
pitch		soccer	11.04592096	46.2486685	way/215828955		region_1
pitch		soccer	11.02234018	46.23812448	way/216261403		region_1
pitch		soccer	11.19192238	46.15915414	way/216478369		region_1
pitch		soccer	11.13667818	46.1541179	way/216478370		region_1
pitch		soccer	11.14336454	46.15978344	way/216503763		region_1
pitch		soccer	11.25925566	46.19110812000001	way/216535830		region_1
pitch		soccer	11.2532882	46.18255354	way/216535834		region_1
pitch		soccer	11.0929048	46.12542504	way/217012082		region_1
pitch		soccer	11.10862152	46.1429288	way/217012096		region_1
pitch		soccer	11.129031133333331	46.0071824	way/217042080	grass	region_1
pitch		soccer	11.1588356	46.42330778	way/217292067		region_1
pitch		soccer	11.13768752	46.40541888	way/217292068		region_1
pitch		soccer	11.07995314	46.42324278	way/217292069		region_1
pitch		soccer	11.139922620000002	46.40723781999999	way/217292070		region_1
pitch		soccer	11.10707692	46.43216152000001	way/217292074		region_1
pitch		soccer	11.019209659999998	46.44087466	way/217599369	grass	region_1
pitch		soccer	10.97753976	45.8498948	way/217692604		region_1
pitch		soccer	10.977891	45.849658680000005	way/217692609		region_1
pitch		soccer	10.96756304	45.85433684	way/217692610		region_1
pitch		soccer	11.66851154	45.99589956	way/217898411		region_1
pitch		soccer	11.06857162	46.37433356	way/218010531		region_1
